"","Fecha","REGION","CASOS"
"868","06/04/2020","PUN",1
"869","07/04/2020","PUN",0
"870","08/04/2020","PUN",0
"871","09/04/2020","PUN",0
"872","10/04/2020","PUN",0
"873","11/04/2020","PUN",1
"874","TOTALES","PUN",2
"875","06/03/2020","AMA",0
"876","07/03/2020","AMA",0
"877","08/03/2020","AMA",0
"878","09/03/2020","AMA",0
"879","10/03/2020","AMA",0
"880","11/03/2020","AMA",0
"881","12/03/2020","AMA",0
"882","13/03/2020","AMA",0
"883","14/03/2020","AMA",0
"884","15/03/2020","AMA",0
"885","16/03/2020","AMA",0
"886","17/03/2020","AMA",0
"887","18/03/2020","AMA",0
"888","19/03/2020","AMA",0
"889","20/03/2020","AMA",0
"890","21/03/2020","AMA",0
"891","22/03/2020","AMA",0
"892","23/03/2020","AMA",0
"893","24/03/2020","AMA",0
"894","25/03/2020","AMA",0
"895","26/03/2020","AMA",0
"896","27/03/2020","AMA",0
"897","28/03/2020","AMA",0
"898","29/03/2020","AMA",0
"899","30/03/2020","AMA",0
"900","31/03/2020","AMA",0
"901","01/04/2020","AMA",0
"902","02/04/2020","AMA",0
"903","03/04/2020","AMA",0
"904","04/04/2020","AMA",0
"905","05/04/2020","AMA",0
"906","06/04/2020","AMA",0
"907","07/04/2020","AMA",10
"908","08/04/2020","AMA",0
"909","09/04/2020","AMA",6
"910","10/04/2020","AMA",3
"911","11/04/2020","AMA",0
"912","TOTALES","AMA",25
"913","06/03/2020","UCA",0
"914","07/03/2020","UCA",0
"915","08/03/2020","UCA",0
"916","09/03/2020","UCA",0
"917","10/03/2020","UCA",0
"918","11/03/2020","UCA",0
"919","12/03/2020","UCA",0
"920","13/03/2020","UCA",0
"921","14/03/2020","UCA",0
"922","15/03/2020","UCA",0
"923","16/03/2020","UCA",0
"924","17/03/2020","UCA",0
"925","18/03/2020","UCA",0
"926","19/03/2020","UCA",0
"927","20/03/2020","UCA",0
"928","21/03/2020","UCA",0
"929","22/03/2020","UCA",0
"930","23/03/2020","UCA",0
"931","24/03/2020","UCA",0
"932","25/03/2020","UCA",0
"933","26/03/2020","UCA",0
"934","27/03/2020","UCA",0
"935","28/03/2020","UCA",0
"936","29/03/2020","UCA",0
"937","30/03/2020","UCA",0
"938","31/03/2020","UCA",0
"939","01/04/2020","UCA",0
"940","02/04/2020","UCA",0
"941","03/04/2020","UCA",0
"942","04/04/2020","UCA",0
"943","05/04/2020","UCA",0
"944","06/04/2020","UCA",0
"945","07/04/2020","UCA",0
"946","08/04/2020","UCA",0
"947","09/04/2020","UCA",12
"948","10/04/2020","UCA",2
"949","11/04/2020","UCA",1
"950","TOTALES","UCA",17
